feature,scores
Residence_type,0.1613879453218091
age,0.2850317415195779
avg_glucose_level,0.02054336774205124
bmi,0.01299090018976153
ever_married,0.13183224796757803
gender,0.14351082477705354
heart_disease,0.05798961098666858
hypertension,0.055830682143955285
smoking_status,0.32823973673035667
work_type,0.8373799860430101
