feature,scores
Residence_type,0.06980413873750542
age,0.05468685600872493
avg_glucose_level,0.012389899901436128
bmi,0.0058957720325083065
ever_married,0.06698421327163745
gender,0.14767478880165796
heart_disease,0.03253664078218226
hypertension,0.012340200751678923
smoking_status,0.11818040203128531
work_type,0.2008016715469559
